50,253.250000
225,969.550000
400,1797.750000
575,3568.100000
750,4869.750000
925,4325.450000
1100,5339.400000
1275,6241.850000
1450,7529.900000
1625,7405.400000
1800,8311.700000
1975,9554.200000
2150,9686.400000
2325,10692.550000
2500,11341.800000
2675,12012.550000
2850,13635.800000
3025,13783.050000
3200,14564.300000
3375,15728.200000
3550,16055.900000
3725,16970.500000
3900,17759.800000
4075,18578.100000
4250,19254.650000
4425,20125.550000
4600,20872.050000
4775,21850.250000
4950,22653.700000
