100,458.333333
350,2128.000000
600,24070.000000
850,1504.666667
1100,1879.333333
1350,2215.666667
1600,4548.666667
1850,3170.333333
2100,2442.333333
2350,2638.333333
2600,2908.333333
2850,3197.666667
3100,3454.333333
3350,3743.000000
3600,3970.000000
3850,4265.666667
4100,4563.666667
4350,4846.000000
4600,5107.666667
4850,5345.333333
5100,5640.000000
5350,5976.666667
5600,6243.000000
5850,6462.000000
6100,6767.000000
6350,7131.333333
6600,7422.333333
6850,7613.000000
7100,7987.333333
7350,8198.666667
7600,8508.333333
7850,8783.333333
8100,9033.333333
8350,9592.333333
8600,9613.666667
8850,9933.666667
9100,10115.333333
9350,10379.000000
9600,10372.333333
9850,10647.333333
10100,11248.666667
10350,11466.000000
10600,11718.333333
10850,11969.000000
11100,12302.000000
11350,12792.666667
11600,12959.000000
11850,13071.000000
12100,13410.666667
12350,13667.333333
12600,14149.000000
12850,14304.000000
13100,14628.666667
13350,14972.666667
13600,14670.666667
13850,14715.000000
14100,15129.333333
14350,15075.666667
14600,15574.000000
14850,15798.000000
15100,16347.333333
15350,16272.666667
15600,16660.333333
15850,16937.666667
16100,17030.333333
16350,17439.000000
16600,17459.000000
16850,18091.666667
17100,18111.666667
17350,18522.333333
17600,18456.666667
17850,18764.000000
18100,18943.666667
18350,19199.333333
18600,19636.333333
18850,19944.666667
19100,20155.000000
19350,20694.666667
19600,20674.333333
19850,21137.666667
