100,1103.000000
350,1316.000000
600,2206.666667
850,4251.666667
1100,11733.000000
1350,3299.666667
1600,3607.666667
1850,6637.000000
2100,7329.000000
2350,5309.000000
2600,5781.666667
2850,6917.000000
3100,12430.666667
3350,11555.000000
3600,12174.000000
3850,12718.666667
4100,14408.333333
4350,14061.000000
4600,15067.000000
4850,15588.000000
5100,16561.666667
5350,16935.333333
5600,12346.666667
5850,13452.000000
6100,13003.000000
6350,13448.000000
6600,14196.666667
6850,14587.666667
7100,14858.666667
7350,20732.666667
7600,16211.666667
7850,19110.000000
8100,17229.000000
8350,17594.333333
8600,18241.333333
8850,26212.333333
9100,19141.000000
9350,19644.666667
9600,23268.000000
9850,20807.333333
10100,30579.333333
10350,32903.333333
10600,26914.000000
10850,22844.333333
11100,23269.000000
11350,24123.000000
11600,24687.333333
11850,24827.666667
12100,25435.000000
12350,27189.000000
12600,29239.666667
12850,28751.000000
13100,30521.333333
13350,28462.666667
13600,29007.000000
13850,29244.333333
14100,30013.666667
14350,30201.333333
14600,30994.333333
14850,31329.333333
15100,35228.333333
15350,32665.000000
15600,33013.333333
15850,34030.333333
16100,52196.000000
16350,34757.000000
16600,35320.666667
16850,35594.000000
17100,44878.666667
17350,36611.666667
17600,36986.666667
17850,40369.333333
18100,43892.000000
18350,39332.333333
18600,40321.333333
18850,40158.333333
19100,49065.666667
19350,41868.333333
19600,41268.333333
19850,42113.000000
